NOVANAID	XUTM	YUTM	DEPTH	PEJL	DATO	BERELAG	ID
94.2733_1	484469.0	6210779.0	41.25	-5.100000000000000	23-12-2007		94.2733_1
104.2190_1	498971.0	6186450.0	8.5	39.170000000000002	23-12-2007		104.2190_1
93.795_1	466894.93	6212321.69	71.0	42.740000000000002	23-12-2008		93.795_1
86.2056_2	512022.04	6218296.33	70.0	62.670000000000002	23-12-2008		86.2056_2
86.2056_1	512022.04	6218296.33	146.0	62.340000000000003	23-12-2008		86.2056_1
83.1175_1	470368.9	6214848.63	72.25	48.070000000000000	23-12-2008		83.1175_1
114.1631_1	503115.0	6181106.0	6.7	52.549999999999997	23-12-2008		114.1631_1
105.374_1	525476.16	6199845.5	20.0	78.150000000000006	23-12-2008		105.374_1
104.2190_1	498971.0	6186450.0	8.5	39.340000000000003	23-12-2008		104.2190_1
104.2190_1	498971.0	6186450.0	8.5	39.329999999999998	23-12-2008		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	20.079999999999998	23-12-2008		103.1653_2
103.1653_2	484564.88	6193933.47	28.0	20.059999999999999	23-12-2008		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	20.199999999999999	23-12-2008		103.1653_1
102.873_1	473187.16	6185044.93	27.5	42.240000000000002	23-12-2008		102.873_1
93.1062_3	470686.67	6206881.71	111.0	21.539999999999999	23-12-2009		93.1062_3
93.1062_2	470686.67	6206881.71	127.0	20.960000000000001	23-12-2009		93.1062_2
86.2056_1	512022.04	6218296.33	146.0	62.170000000000002	23-12-2009		86.2056_1
114.1631_1	503115.0	6181106.0	6.7	52.570000000000000	23-12-2009		114.1631_1
114.1618_6	498159.59	6180672.07	2.5	42.750000000000000	23-12-2009		114.1618_6
105.374_1	525476.16	6199845.5	20.0	77.650000000000006	23-12-2009		105.374_1
104.2190_1	498971.0	6186450.0	8.5	39.280000000000001	23-12-2009		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	20.109999999999999	23-12-2009		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	20.210000000000001	23-12-2009		103.1653_1
103.1542_1	491213.0	6186460.0	6.5	29.239999999999998	23-12-2009		103.1542_1
102.873_1	473187.16	6185044.93	27.5	43.299999999999997	23-12-2009		102.873_1
102.725_2	472919.12	6184930.64	58.5	44.380000000000003	23-12-2009		102.725_2
102.725_2	472919.12	6184930.64	58.5	44.270000000000003	23-12-2009		102.725_2
102.725_1	472919.12	6184930.64	87.5	43.840000000000003	23-12-2009		102.725_1
102.725_1	472919.12	6184930.64	87.5	43.729999999999997	23-12-2009		102.725_1
93.1062_3	470686.67	6206881.71	111.0	21.390000000000001	23-12-2010		93.1062_3
93.1062_2	470686.67	6206881.71	127.0	20.850000000000001	23-12-2010		93.1062_2
86.2056_2	512022.04	6218296.33	70.0	62.479999999999997	23-12-2010		86.2056_2
86.2056_2	512022.04	6218296.33	70.0	62.479999999999997	23-12-2010		86.2056_2
86.2056_1	512022.04	6218296.33	146.0	62.219999999999999	23-12-2010		86.2056_1
86.2056_1	512022.04	6218296.33	146.0	62.219999999999999	23-12-2010		86.2056_1
114.1631_1	503115.0	6181106.0	6.7	52.579999999999998	23-12-2010		114.1631_1
114.1618_6	498159.59	6180672.07	2.5	42.909999999999997	23-12-2010		114.1618_6
105.374_1	525476.16	6199845.5	20.0	77.349999999999994	23-12-2010		105.374_1
104.2190_1	498971.0	6186450.0	8.5	39.380000000000003	23-12-2010		104.2190_1
104.2190_1	498971.0	6186450.0	8.5	39.369999999999997	23-12-2010		104.2190_1
103.1653_1	484564.88	6193933.47	74.0	20.170000000000002	23-12-2010		103.1653_1
103.1542_1	491213.0	6186460.0	6.5	29.320000000000000	23-12-2010		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.170000000000002	23-12-2010		102.873_1
102.725_2	472919.12	6184930.64	58.5	44.869999999999997	23-12-2010		102.725_2
102.725_1	472919.12	6184930.64	87.5	44.320000000000000	23-12-2010		102.725_1
114.1618_6	498159.59	6180672.07	2.5	43.750000000000000	24-01-2000		114.1618_6
104.2190_1	498971.0	6186450.0	8.5	39.850000000000001	24-01-2000		104.2190_1
103.1542_1	491213.0	6186460.0	6.5	29.609999999999999	24-01-2000		103.1542_1
102.725_1	472919.12	6184930.64	87.5	45.079999999999998	24-01-2000		102.725_1
94.1920_2	474088.43	6208806.96	17.15	36.180000000000000	24-01-2001		94.1920_2
94.1920_2	474088.43	6208806.96	17.15	36.180000000000000	24-01-2001		94.1920_2
114.1618_6	498159.59	6180672.07	2.5	43.329999999999998	24-01-2001		114.1618_6
113.111_1	488011.0	6181004.0	21.5	28.820000000000000	24-01-2001		113.111_1
104.2190_1	498971.0	6186450.0	8.5	39.670000000000002	24-01-2001		104.2190_1
103.1542_1	491213.0	6186460.0	6.5	29.420000000000002	24-01-2001		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.680000000000000	24-01-2001		102.873_1
102.725_1	472919.12	6184930.64	87.5	44.909999999999997	24-01-2001		102.725_1
102.725_1	472919.12	6184930.64	87.5	44.850000000000001	24-01-2001		102.725_1
94.1920_2	474088.43	6208806.96	17.15	35.320000000000000	24-01-2002		94.1920_2
94.1920_2	474088.43	6208806.96	17.15	35.280000000000001	24-01-2002		94.1920_2
114.1618_6	498159.59	6180672.07	2.5	42.869999999999997	24-01-2002		114.1618_6
114.1444_1	498964.0	6180352.0	6.25	43.939999999999998	24-01-2002		114.1444_1
114.1443_1	498963.0	6180352.0	9.4	43.939999999999998	24-01-2002		114.1443_1
113.111_1	488011.0	6181004.0	21.5	28.690000000000001	24-01-2002		113.111_1
103.1542_1	491213.0	6186460.0	6.5	29.280000000000001	24-01-2002		103.1542_1
94.1920_2	474088.43	6208806.96	17.15	34.539999999999999	24-01-2003		94.1920_2
114.1618_6	498159.59	6180672.07	2.5	42.340000000000003	24-01-2003		114.1618_6
113.111_1	488011.0	6181004.0	21.5	28.410000000000000	24-01-2003		113.111_1
105.374_1	525476.16	6199845.5	20.0	78.370000000000005	24-01-2003		105.374_1
104.2190_1	498971.0	6186450.0	8.5	39.189999999999998	24-01-2003		104.2190_1
103.1542_1	491213.0	6186460.0	6.5	28.800000000000001	24-01-2003		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.560000000000002	24-01-2003		102.873_1
102.725_1	472919.12	6184930.64	87.5	43.299999999999997	24-01-2003		102.725_1
114.1618_6	498159.59	6180672.07	2.5	42.200000000000003	24-01-2004		114.1618_6
104.2190_1	498971.0	6186450.0	8.5	39.189999999999998	24-01-2004		104.2190_1
103.1542_1	491213.0	6186460.0	6.5	29.079999999999998	24-01-2004		103.1542_1
102.725_1	472919.12	6184930.64	87.5	43.359999999999999	24-01-2004		102.725_1
114.1618_6	498159.59	6180672.07	2.5	43.590000000000003	24-01-2005		114.1618_6
114.1618_5	498159.59	6180672.07	7.25	43.600000000000001	24-01-2005		114.1618_5
114.1618_4	498159.59	6180672.07	34.5	43.570000000000000	24-01-2005		114.1618_4
114.1618_3	498159.59	6180672.07	49.5	43.469999999999999	24-01-2005		114.1618_3
114.1618_2	498159.59	6180672.07	94.5	41.850000000000001	24-01-2005		114.1618_2
114.1618_1	498159.59	6180672.07	104.0	41.840000000000003	24-01-2005		114.1618_1
114.1440_1	498651.0	6181306.0	8.75	43.829999999999998	24-01-2005		114.1440_1
114.1439_1	498651.0	6181306.0	12.25	43.880000000000003	24-01-2005		114.1439_1
114.1437_1	497839.0	6181089.0	5.37	43.079999999999998	24-01-2005		114.1437_1
114.1421_14	497668.0	6180295.0	5.9	42.310000000000002	24-01-2005		114.1421_14
114.1421_13	497668.0	6180295.0	9.29	42.310000000000002	24-01-2005		114.1421_13
114.1421_12	497668.0	6180295.0	12.84	42.329999999999998	24-01-2005		114.1421_12
103.1542_1	491213.0	6186460.0	6.5	29.699999999999999	24-01-2005		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.369999999999997	24-01-2005		102.873_1
102.725_2	472919.12	6184930.64	58.5	44.649999999999999	24-01-2005		102.725_2
102.725_1	472919.12	6184930.64	87.5	44.600000000000001	24-01-2005		102.725_1
114.1631_1	503115.0	6181106.0	6.7	52.549999999999997	24-01-2006		114.1631_1
104.2190_1	498971.0	6186450.0	8.5	39.130000000000003	24-01-2006		104.2190_1
102.873_1	473187.16	6185044.93	27.5	41.930000000000000	24-01-2006		102.873_1
102.725_2	472919.12	6184930.64	58.5	43.119999999999997	24-01-2006		102.725_2
102.725_1	472919.12	6184930.64	87.5	43.090000000000003	24-01-2006		102.725_1
104.2190_1	498971.0	6186450.0	8.5	40.030000000000001	24-01-2007		104.2190_1
104.2190_1	498971.0	6186450.0	8.5	39.979999999999997	24-01-2007		104.2190_1
102.873_1	473187.16	6185044.93	27.5	42.250000000000000	24-01-2007		102.873_1
114.1631_1	503115.0	6181106.0	6.7	52.930000000000000	24-01-2008		114.1631_1
114.1631_1	503115.0	6181106.0	6.7	52.920000000000002	24-01-2008		114.1631_1
104.2190_1	498971.0	6186450.0	8.5	39.479999999999997	24-01-2008		104.2190_1
102.873_1	473187.16	6185044.93	27.5	43.060000000000002	24-01-2008		102.873_1
93.795_1	466894.93	6212321.69	71.0	42.789999999999999	24-01-2009		93.795_1
93.795_1	466894.93	6212321.69	71.0	42.780000000000001	24-01-2009		93.795_1
86.2056_2	512022.04	6218296.33	70.0	62.680000000000000	24-01-2009		86.2056_2
86.2056_1	512022.04	6218296.33	146.0	62.409999999999997	24-01-2009		86.2056_1
83.1175_1	470368.9	6214848.63	72.25	48.119999999999997	24-01-2009		83.1175_1
105.374_1	525476.16	6199845.5	20.0	78.000000000000000	24-01-2009		105.374_1
103.1653_2	484564.88	6193933.47	28.0	20.160000000000000	24-01-2009		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	20.280000000000001	24-01-2009		103.1653_1
102.873_1	473187.16	6185044.93	27.5	42.670000000000002	24-01-2009		102.873_1
93.1062_3	470686.67	6206881.71	111.0	21.430000000000000	24-01-2010		93.1062_3
93.1062_2	470686.67	6206881.71	127.0	20.930000000000000	24-01-2010		93.1062_2
86.2056_2	512022.04	6218296.33	70.0	62.280000000000001	24-01-2010		86.2056_2
86.2056_1	512022.04	6218296.33	146.0	62.070000000000000	24-01-2010		86.2056_1
86.2056_1	512022.04	6218296.33	146.0	62.070000000000000	24-01-2010		86.2056_1
114.1631_1	503115.0	6181106.0	6.7	52.479999999999997	24-01-2010		114.1631_1
114.1618_6	498159.59	6180672.07	2.5	42.640000000000001	24-01-2010		114.1618_6
113.111_1	488011.0	6181004.0	21.5	28.440000000000001	24-01-2010		113.111_1
113.111_1	488011.0	6181004.0	21.5	28.440000000000001	24-01-2010		113.111_1
105.374_1	525476.16	6199845.5	20.0	77.579999999999998	24-01-2010		105.374_1
104.2190_1	498971.0	6186450.0	8.5	39.170000000000002	24-01-2010		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	19.949999999999999	24-01-2010		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	20.050000000000001	24-01-2010		103.1653_1
102.873_1	473187.16	6185044.93	27.5	42.909999999999997	24-01-2010		102.873_1
102.873_1	473187.16	6185044.93	27.5	42.909999999999997	24-01-2010		102.873_1
102.725_2	472919.12	6184930.64	58.5	44.250000000000000	24-01-2010		102.725_2
114.1618_6	498159.59	6180672.07	2.5	44.020000000000003	24-02-2000		114.1618_6
104.2190_1	498971.0	6186450.0	8.5	40.049999999999997	24-02-2000		104.2190_1
103.1542_1	491213.0	6186460.0	6.5	29.890000000000001	24-02-2000		103.1542_1
103.1542_1	491213.0	6186460.0	6.5	29.879999999999999	24-02-2000		103.1542_1
102.725_1	472919.12	6184930.64	87.5	45.210000000000001	24-02-2000		102.725_1
114.1618_6	498159.59	6180672.07	2.5	43.530000000000001	24-02-2001		114.1618_6
113.111_1	488011.0	6181004.0	21.5	28.960000000000001	24-02-2001		113.111_1
104.2190_1	498971.0	6186450.0	8.5	39.700000000000003	24-02-2001		104.2190_1
103.1542_1	491213.0	6186460.0	6.5	29.570000000000000	24-02-2001		103.1542_1
103.1542_1	491213.0	6186460.0	6.5	29.559999999999999	24-02-2001		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.700000000000003	24-02-2001		102.873_1
102.873_1	473187.16	6185044.93	27.5	42.689999999999998	24-02-2001		102.873_1
94.1920_2	474088.43	6208806.96	17.15	36.509999999999998	24-02-2002		94.1920_2
113.111_1	488011.0	6181004.0	21.5	29.260000000000002	24-02-2002		113.111_1
94.1920_2	474088.43	6208806.96	17.15	34.930000000000000	24-02-2003		94.1920_2
113.111_1	488011.0	6181004.0	21.5	28.430000000000000	24-02-2003		113.111_1
105.374_1	525476.16	6199845.5	20.0	78.450000000000003	24-02-2003		105.374_1
104.2190_1	498971.0	6186450.0	8.5	39.170000000000002	24-02-2003		104.2190_1
103.1542_1	491213.0	6186460.0	6.5	28.879999999999999	24-02-2003		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.460000000000001	24-02-2003		102.873_1
102.871_1	473187.76	6185045.95	37.3	42.250000000000000	24-02-2003		102.871_1
102.728_2	472918.31	6184929.79	19.75	43.689999999999998	24-02-2003		102.728_2
102.728_1	472918.31	6184929.79	39.75	43.689999999999998	24-02-2003		102.728_1
102.725_2	472919.12	6184930.64	58.5	43.659999999999997	24-02-2003		102.725_2
102.725_1	472919.12	6184930.64	87.5	43.609999999999999	24-02-2003		102.725_1
103.1542_1	491213.0	6186460.0	6.5	29.280000000000001	24-02-2004		103.1542_1
103.1409_1	473978.49	6186135.88	12.75	33.549999999999997	24-02-2004		103.1409_1
103.1408_1	473732.59	6185899.56	14.75	37.420000000000002	24-02-2004		103.1408_1
103.1407_1	473857.92	6185134.56	17.75	40.840000000000003	24-02-2004		103.1407_1
103.1406_2	473628.64	6185460.55	19.75	40.200000000000003	24-02-2004		103.1406_2
103.1406_1	473628.64	6185460.55	69.5	40.200000000000003	24-02-2004		103.1406_1
102.873_1	473187.16	6185044.93	27.5	42.710000000000001	24-02-2004		102.873_1
102.871_1	473187.76	6185045.95	37.3	42.119999999999997	24-02-2004		102.871_1
102.725_2	472919.12	6184930.64	58.5	44.020000000000003	24-02-2004		102.725_2
102.725_1	472919.12	6184930.64	87.5	43.950000000000003	24-02-2004		102.725_1
102.724_1	473304.79	6184767.07	21.75	42.479999999999997	24-02-2004		102.724_1
114.1618_6	498159.59	6180672.07	2.5	42.909999999999997	24-02-2005		114.1618_6
103.1542_1	491213.0	6186460.0	6.5	29.379999999999999	24-02-2005		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.670000000000002	24-02-2005		102.873_1
102.725_2	472919.12	6184930.64	58.5	44.490000000000002	24-02-2005		102.725_2
102.725_1	472919.12	6184930.64	87.5	44.439999999999998	24-02-2005		102.725_1
114.1631_1	503115.0	6181106.0	6.7	52.600000000000001	24-02-2006		114.1631_1
114.1631_1	503115.0	6181106.0	6.7	52.930000000000000	24-02-2007		114.1631_1
104.2190_1	498971.0	6186450.0	8.5	39.939999999999998	24-02-2007		104.2190_1
102.873_1	473187.16	6185044.93	27.5	42.789999999999999	24-02-2007		102.873_1
114.1631_1	503115.0	6181106.0	6.7	52.750000000000000	24-02-2008		114.1631_1
104.2190_1	498971.0	6186450.0	8.5	39.450000000000003	24-02-2008		104.2190_1
102.873_1	473187.16	6185044.93	27.5	43.140000000000001	24-02-2008		102.873_1
93.795_1	466894.93	6212321.69	71.0	42.890000000000001	24-02-2009		93.795_1
86.2056_2	512022.04	6218296.33	70.0	62.560000000000002	24-02-2009		86.2056_2
83.1175_1	470368.9	6214848.63	72.25	48.280000000000001	24-02-2009		83.1175_1
83.1175_1	470368.9	6214848.63	72.25	48.250000000000000	24-02-2009		83.1175_1
114.1631_1	503115.0	6181106.0	6.7	52.549999999999997	24-02-2009		114.1631_1
105.374_1	525476.16	6199845.5	20.0	77.989999999999995	24-02-2009		105.374_1
104.2190_1	498971.0	6186450.0	8.5	39.219999999999999	24-02-2009		104.2190_1
103.1653_1	484564.88	6193933.47	74.0	20.180000000000000	24-02-2009		103.1653_1
102.873_1	473187.16	6185044.93	27.5	42.609999999999999	24-02-2009		102.873_1
93.1062_3	470686.67	6206881.71	111.0	21.390000000000001	24-02-2010		93.1062_3
93.1062_2	470686.67	6206881.71	127.0	20.940000000000001	24-02-2010		93.1062_2
86.2056_2	512022.04	6218296.33	70.0	62.189999999999998	24-02-2010		86.2056_2
86.2056_1	512022.04	6218296.33	146.0	62.049999999999997	24-02-2010		86.2056_1
114.1631_1	503115.0	6181106.0	6.7	52.430000000000000	24-02-2010		114.1631_1
114.1618_6	498159.59	6180672.07	2.5	42.250000000000000	24-02-2010		114.1618_6
113.111_1	488011.0	6181004.0	21.5	28.289999999999999	24-02-2010		113.111_1
105.374_1	525476.16	6199845.5	20.0	77.500000000000000	24-02-2010		105.374_1
104.2190_1	498971.0	6186450.0	8.5	39.020000000000003	24-02-2010		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	19.859999999999999	24-02-2010		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	19.960000000000001	24-02-2010		103.1653_1
103.1542_1	491213.0	6186460.0	6.5	28.930000000000000	24-02-2010		103.1542_1
103.1542_1	491213.0	6186460.0	6.5	28.930000000000000	24-02-2010		103.1542_1
102.873_1	473187.16	6185044.93	27.5	43.079999999999998	24-02-2010		102.873_1
114.1618_6	498159.59	6180672.07	2.5	43.890000000000001	24-03-2000		114.1618_6
114.1618_6	498159.59	6180672.07	2.5	43.880000000000003	24-03-2000		114.1618_6
104.2190_1	498971.0	6186450.0	8.5	39.979999999999997	24-03-2000		104.2190_1
102.725_1	472919.12	6184930.64	87.5	45.350000000000001	24-03-2000		102.725_1
94.1920_2	474088.43	6208806.96	17.15	36.159999999999997	24-03-2001		94.1920_2
94.1920_2	474088.43	6208806.96	17.15	36.140000000000001	24-03-2001		94.1920_2
114.1618_6	498159.59	6180672.07	2.5	43.320000000000000	24-03-2001		114.1618_6
113.111_1	488011.0	6181004.0	21.5	28.750000000000000	24-03-2001		113.111_1
102.873_1	473187.16	6185044.93	27.5	42.700000000000003	24-03-2001		102.873_1
102.725_1	472919.12	6184930.64	87.5	44.710000000000001	24-03-2001		102.725_1
113.111_1	488011.0	6181004.0	21.5	28.969999999999999	24-03-2002		113.111_1
105.374_1	525476.16	6199845.5	20.0	78.629999999999995	24-03-2002		105.374_1
94.1920_2	474088.43	6208806.96	17.15	34.430000000000000	24-03-2003		94.1920_2
114.1618_6	498159.59	6180672.07	2.5	42.710000000000001	24-03-2003		114.1618_6
104.2190_1	498971.0	6186450.0	8.5	39.100000000000001	24-03-2003		104.2190_1
103.1542_1	491213.0	6186460.0	6.5	28.760000000000002	24-03-2003		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.329999999999998	24-03-2003		102.873_1
103.1542_1	491213.0	6186460.0	6.5	29.250000000000000	24-03-2004		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.350000000000001	24-03-2004		102.873_1
102.725_2	472919.12	6184930.64	58.5	43.659999999999997	24-03-2004		102.725_2
102.725_1	472919.12	6184930.64	87.5	43.609999999999999	24-03-2004		102.725_1
114.1618_6	498159.59	6180672.07	2.5	43.060000000000002	24-03-2005		114.1618_6
104.2190_1	498971.0	6186450.0	8.5	39.280000000000001	24-03-2005		104.2190_1
102.873_1	473187.16	6185044.93	27.5	42.780000000000001	24-03-2005		102.873_1
102.725_2	472919.12	6184930.64	58.5	44.289999999999999	24-03-2005		102.725_2
114.1631_1	503115.0	6181106.0	6.7	52.479999999999997	24-03-2006		114.1631_1
104.2190_1	498971.0	6186450.0	8.5	39.100000000000001	24-03-2006		104.2190_1
102.873_1	473187.16	6185044.93	27.5	42.200000000000003	24-03-2006		102.873_1
114.1631_1	503115.0	6181106.0	6.7	52.810000000000002	24-03-2007		114.1631_1
104.2190_1	498971.0	6186450.0	8.5	39.840000000000003	24-03-2007		104.2190_1
102.873_1	473187.16	6185044.93	27.5	42.759999999999998	24-03-2007		102.873_1
114.1631_1	503115.0	6181106.0	6.7	52.960000000000001	24-03-2008		114.1631_1
104.2190_1	498971.0	6186450.0	8.5	39.659999999999997	24-03-2008		104.2190_1
102.873_1	473187.16	6185044.93	27.5	43.259999999999998	24-03-2008		102.873_1
93.795_1	466894.93	6212321.69	71.0	42.990000000000002	24-03-2009		93.795_1
93.795_1	466894.93	6212321.69	71.0	42.979999999999997	24-03-2009		93.795_1
86.2056_2	512022.04	6218296.33	70.0	62.600000000000001	24-03-2009		86.2056_2
86.2056_1	512022.04	6218296.33	146.0	62.350000000000001	24-03-2009		86.2056_1
83.1175_1	470368.9	6214848.63	72.25	48.320000000000000	24-03-2009		83.1175_1
114.1631_1	503115.0	6181106.0	6.7	52.539999999999999	24-03-2009		114.1631_1
114.1618_6	498159.59	6180672.07	2.5	42.780000000000001	24-03-2009		114.1618_6
114.1457_1	499523.0	6180315.0	10.22	44.810000000000002	24-03-2009		114.1457_1
114.1444_1	498964.0	6180352.0	6.25	44.210000000000001	24-03-2009		114.1444_1
114.1443_1	498963.0	6180352.0	9.4	44.219999999999999	24-03-2009		114.1443_1
114.1442_1	498963.0	6180352.0	18.25	44.219999999999999	24-03-2009		114.1442_1
114.1440_1	498651.0	6181306.0	8.75	43.810000000000002	24-03-2009		114.1440_1
114.1439_1	498651.0	6181306.0	12.25	43.799999999999997	24-03-2009		114.1439_1
105.374_1	525476.16	6199845.5	20.0	77.950000000000003	24-03-2009		105.374_1
104.2190_1	498971.0	6186450.0	8.5	39.250000000000000	24-03-2009		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	20.079999999999998	24-03-2009		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	20.190000000000001	24-03-2009		103.1653_1
102.873_1	473187.16	6185044.93	27.5	42.829999999999998	24-03-2009		102.873_1
93.1062_3	470686.67	6206881.71	111.0	21.480000000000000	24-03-2010		93.1062_3
86.2056_2	512022.04	6218296.33	70.0	62.299999999999997	24-03-2010		86.2056_2
86.2056_2	512022.04	6218296.33	70.0	62.289999999999999	24-03-2010		86.2056_2
114.1631_1	503115.0	6181106.0	6.7	52.539999999999999	24-03-2010		114.1631_1
113.111_1	488011.0	6181004.0	21.5	28.539999999999999	24-03-2010		113.111_1
105.374_1	525476.16	6199845.5	20.0	77.489999999999995	24-03-2010		105.374_1
104.2190_1	498971.0	6186450.0	8.5	39.210000000000001	24-03-2010		104.2190_1
103.1653_2	484564.88	6193933.47	28.0	20.079999999999998	24-03-2010		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	20.199999999999999	24-03-2010		103.1653_1
103.1542_1	491213.0	6186460.0	6.5	29.180000000000000	24-03-2010		103.1542_1
102.873_1	473187.16	6185044.93	27.5	43.310000000000002	24-03-2010		102.873_1
102.873_1	473187.16	6185044.93	27.5	43.250000000000000	24-03-2010		102.873_1
102.725_2	472919.12	6184930.64	58.5	44.240000000000002	24-03-2010		102.725_2
102.725_1	472919.12	6184930.64	87.5	43.700000000000003	24-03-2010		102.725_1
113.111_1	488011.0	6181004.0	21.5	28.730000000000000	24-04-2000		113.111_1
104.2190_1	498971.0	6186450.0	8.5	39.770000000000003	24-04-2000		104.2190_1
103.1542_1	491213.0	6186460.0	6.5	29.399999999999999	24-04-2000		103.1542_1
102.725_1	472919.12	6184930.64	87.5	45.030000000000001	24-04-2000		102.725_1
94.1920_2	474088.43	6208806.96	17.15	35.640000000000001	24-04-2001		94.1920_2
114.1618_6	498159.59	6180672.07	2.5	43.100000000000001	24-04-2001		114.1618_6
113.111_1	488011.0	6181004.0	21.5	28.609999999999999	24-04-2001		113.111_1
103.1542_1	491213.0	6186460.0	6.5	29.210000000000001	24-04-2001		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.700000000000003	24-04-2001		102.873_1
102.725_1	472919.12	6184930.64	87.5	44.509999999999998	24-04-2001		102.725_1
102.725_1	472919.12	6184930.64	87.5	44.490000000000002	24-04-2001		102.725_1
95.2663_1	509353.0	6202430.0	12.4	51.570000000000000	24-04-2002		95.2663_1
95.2662_1	509293.0	6202443.0	13.85	51.570000000000000	24-04-2002		95.2662_1
95.2646_1	509280.0	6202938.0	7.25	51.740000000000002	24-04-2002		95.2646_1
95.2645_1	509334.0	6202926.0	8.25	51.840000000000003	24-04-2002		95.2645_1
95.2644_1	509279.0	6202940.0	13.5	51.680000000000000	24-04-2002		95.2644_1
95.2624_1	509258.0	6202531.0	20.5	51.570000000000000	24-04-2002		95.2624_1
95.2619_2	509370.0	6202393.0	16.0	51.640000000000001	24-04-2002		95.2619_2
95.2619_1	509370.0	6202393.0	23.0	51.649999999999999	24-04-2002		95.2619_1
95.2618_1	509273.0	6202409.0	18.75	50.539999999999999	24-04-2002		95.2618_1
95.2617_1	509176.0	6202425.0	18.0	49.409999999999997	24-04-2002		95.2617_1
94.1920_2	474088.43	6208806.96	17.15	36.100000000000001	24-04-2002		94.1920_2
113.111_1	488011.0	6181004.0	21.5	28.660000000000000	24-04-2002		113.111_1
105.374_1	525476.16	6199845.5	20.0	78.569999999999993	24-04-2002		105.374_1
94.1920_2	474088.43	6208806.96	17.15	34.200000000000003	24-04-2003		94.1920_2
94.1920_2	474088.43	6208806.96	17.15	34.180000000000000	24-04-2003		94.1920_2
94.1920_2	474088.43	6208806.96	17.15	34.700000000000003	24-04-2004		94.1920_2
103.1542_1	491213.0	6186460.0	6.5	28.980000000000000	24-04-2004		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.310000000000002	24-04-2004		102.873_1
102.725_2	472919.12	6184930.64	58.5	43.399999999999999	24-04-2004		102.725_2
102.725_1	472919.12	6184930.64	87.5	43.359999999999999	24-04-2004		102.725_1
114.1618_6	498159.59	6180672.07	2.5	42.899999999999999	24-04-2005		114.1618_6
104.2190_1	498971.0	6186450.0	8.5	39.000000000000000	24-04-2005		104.2190_1
103.1542_1	491213.0	6186460.0	6.5	29.149999999999999	24-04-2005		103.1542_1
102.873_1	473187.16	6185044.93	27.5	42.810000000000002	24-04-2005		102.873_1
102.725_2	472919.12	6184930.64	58.5	43.950000000000003	24-04-2005		102.725_2
102.725_1	472919.12	6184930.64	87.5	43.909999999999997	24-04-2005		102.725_1
114.1631_1	503115.0	6181106.0	6.7	52.549999999999997	24-04-2006		114.1631_1
104.2190_1	498971.0	6186450.0	8.5	39.219999999999999	24-04-2006		104.2190_1
102.873_1	473187.16	6185044.93	27.5	42.090000000000003	24-04-2006		102.873_1
114.1631_1	503115.0	6181106.0	6.7	52.590000000000003	24-04-2007		114.1631_1
103.1669_1	489190.53	6184551.06	23.0	28.910000000000000	24-04-2007		103.1669_1
102.873_1	473187.16	6185044.93	27.5	43.240000000000002	24-04-2007		102.873_1
104.2190_1	498971.0	6186450.0	8.5	39.479999999999997	24-04-2008		104.2190_1
102.873_1	473187.16	6185044.93	27.5	43.189999999999998	24-04-2008		102.873_1
96.2309_1	518525.62	6204407.91	10.5	57.799999999999997	24-04-2009		96.2309_1
86.2056_2	512022.04	6218296.33	70.0	62.460000000000001	24-04-2009		86.2056_2
86.2056_1	512022.04	6218296.33	146.0	62.149999999999999	24-04-2009		86.2056_1
83.1175_1	470368.9	6214848.63	72.25	48.369999999999997	24-04-2009		83.1175_1
113.111_1	488011.0	6181004.0	21.5	28.390000000000001	24-04-2009		113.111_1
113.111_1	488011.0	6181004.0	21.5	28.390000000000001	24-04-2009		113.111_1
105.374_1	525476.16	6199845.5	20.0	77.909999999999997	24-04-2009		105.374_1
103.1653_2	484564.88	6193933.47	28.0	19.890000000000001	24-04-2009		103.1653_2
103.1653_1	484564.88	6193933.47	74.0	19.980000000000000	24-04-2009		103.1653_1
103.1542_1	491213.0	6186460.0	6.5	29.030000000000001	24-04-2009		103.1542_1
